Lingua;Type;Country;Gender;Age;Education;Education_2;Q1;Q2;Q3;Q4;Q5;Q6;Q7;Q8;Q9;Q10;Q11;Q12;Q13;Q14
Eng;Owner;United Kingdom;F;22-30;university degree ;BA (Honours) Equine Management;Regular turnout with access to shelter, predominantly forage based diet, constant access to clean water, exercise within its physiological capabilities, social interaction with other horses.;will prick its ears and look in the direction of the noise, particularly a loud noise where it might raise its head and neck high to use its long distance vision or even initiate a flight response to move away from the sound.;may become anxious neighing and chasing around trying to return to the herd. Some who are used to leaving the group e.g. to be ridden will be habituated to it as part of its routine and not have such an aversive response.;will approach them, ears forward with an 'interested' expression possible whickering in recognition.;will not automatically approach them unless curious and in that case may be more tentative and ready to flee if something about the stranger frightens them. May even show signs of aggression with ears laid back and teeth bared. ;most likely feel afraid unless desensitized to the noise.;may feel fear at being alone and unprotected by a herd.;will feel safe as they recognise they mean no harm.;may feel fear or aggression in defence against the unknown.;If they were wearing rugs appropriate for the conditions. If not wearing rugs then does the coat look healthy, are they able to access shelter and shade or if they're in stables is there enough space, light and ventilation.;Do they have access to forage such as grazing or hay, are they being fed grain appropriate to their condition and exercise regime, do they have a sufficient supply of fresh water.;Are their coats looking in condition, is there any discharge coming from their eyes and nose, are they alert, eating their food, interacting with other horses, is there any sign of lameness or injuries, are their droppings regular and not to hard/wet and is their urine regular and clear.;Eating and drinking, resting a hind leg and dozing, lying down to sleep, foraging, mutual grooming and playing, defecating and urinating, rolling.;weaving, wind sucking, crib biting, pacing/box walking, excessive kicking, total disinterest, self-mutilation, over agression
Eng;Veterinarian;Germany;F;22-30;university degree ;BSc Equiine Science;Daily turnout, social contact with other horses (at least visual and olfactory in the case of stallions), ad libitum access to water, sufficient amounts of hay;might be scared and show flight response;may be insecure and show flight response;should be relaxed;might show flight response;might feel scared;might feel scared and lonely;might feel safe;might fell insecure and scared;size of stalls and turn out areas, ground conditions in turn out area, how clean the stalls are, fresh air condition, light conditions;feed condition: how good is the feed quality? how often does the hrose get fed? what do they feed the horses?;coat, eyes, general overall condition, condition of feet;aggression between the familiar horses, behaviour during feeding and other social activities;pacing the fenceline? aggression towards other horses
Eng;Owner;Australia;F;51-60;university degree ;Bachelor Applied Sc Bachelor Ed Grad Dip Ed currently doing Masters;open pasture mixed native grasses shelter water companions;becomes alert  stops grazing and looks around with ears and eyes and nostrils scanning the area;whinnies wants to return to the herd paces around;nickers when approached approaches the human / animal allows human to touch it greets animal with nose head outstretched sniffs animal follows human / animal continues to graze once satisfied all is well and familair;stops looks intently at the object sniffs the air / object ears are erect and twitching body is braced ready for flight ;alerted body is stimulated and ready for action ;anxious;comfortable safe relaxed;rigid alert ready for action fearful;ground cover in housing horses feet and legs - are they convered in mud and do they have mud fever is there clean floor coverings / straw or saw dust is there adequate shelter with trees buildings ;is there clean water is there dry clean ground on which the horse is fed does the horse have enough free ranging feed / native pasture in the paddock does the horse have a paddock to move around in and graze  ;eyes, ears nose - look for any discharge or signs of ill health respiration rate and quality/depth coat colour and quality manure  - formed and solid or is it runny dow the horse have a build up of manure on its hind legs can the horse walk and move correctly  is there any lamness are the feet trimmed and short;grazing quielty sleeping in the shade stands in sheltered area in poor weather is part of the herd comes willingly when called or at feed time ;runs away scared alientated from herd 
Eng;Owner;Australia;F;22-30;high school ;;They need companionship, ample amount of grass, clean water every day, feed with extra nutrients that our grass can't give them, and enough room to move around in. Exercise necessary if they are confined and alone. ;Well, my horse Woody run in the opposite direction. But horses generally have ears pricked, head raised and completely alert - depending on the noise. ;Tends to become restless and lonely. Which isn't good. ;They sniff, nibble, and rub each other. When a horse learns to trust someone, they will do all the above to the human as well. ;My horse (gelded late) will tense up his neck, and huff and puff, while prancing around proudly. Or run away. Normal horses will be wary, and sniff a lot. Generally unphased. ;Curious, possibly afraid. ;Alone, like they've done something wrong. ;"""Oh hey bro, what's been happening?""";GET OUT OF MY YARD;Check to see if they have any trees;Make sure they have clean water;Check to make sure they aren't skinny or sick. ;Look for normal grazing behaviour;Look for signs of aggression or uncomfortable-ness
Eng;Breaker;United Kingdom;F;41-50;specialization course (master, PhD degree) ;BSc Command and Control, Communications and Information Systems MSc Scientific Applications Software;It needs the five freedoms, namely Freedom from hunger or thirst by ready access to fresh water and a diet to maintain full health and vigour 2. Freedom from discomfort by providing an appropriate environment including shelter and a comfortable resting area 3. Freedom from pain, injury or disease by prevention or rapid diagnosis and treatment 4. Freedom to express normal behaviour by providing sufficient space, proper facilities and company of the animal's own kind 5. Freedom from fear and distress by ensuring conditions and treatment which avoid mental suffering.;Horse's attention will be drawn to the noise, demonstrated by focus of eyes, ears and attention. If the noise startles the horse, it may spook, bolt, or trigger a defence response such as kicking. The horse will react faster than it can think, so the initial behaviour will be instinctive.;Is vulnerable to attack from predators, and the horse instinctively knows this. The horse will be alert, possibly distressed, disinclined to rest or sleep, and primarily focused on seeking the company of other horses.;Will behave as conditioned or trained to interact, ideally in a desirable manner. ;Will be alert, aware of possible danger, and will treat the situation in accordance with previous similar experiences and instinct.;Might be interested, inquisitive, alarmed, terrified, indifferent.;Will be distressed, feel unsettled.;Will feel emotions appropriate to the situation, depending on past experiences;Will behave in a less confident manner and may not feel as confident as would be the case with familiar people. ;ready access to fresh water and a diet to maintain full health, shelter and a comfortable resting area , Freedom to express normal behaviour by providing sufficient space, proper facilities and company of the animal's own kind, Freedom from fear and distress by ensuring conditions avoid mental suffering ;Freedom from hunger or thirst by ready access to fresh water and a diet to maintain full health and vigour. The feed and water should be clean, dust free, nutritious, and based on fibre (rather than grain), as a horse has evolved to eat fibre.;Vital signs such as temperature, pulse, respiration. Evidence of sweating, shivering, if the horse is tucked up, showing signs of pain, laziness or injury. The horse should be alert, hydrated, good capillary refill, eating, and not distressed.;Alert, aware of surroundings, listening and looking, eating, moving normally, not behaving out of character for the particular horse.;Stereotypical behavior, distress, evidence of pain, lack of interest or heightened responses, disinterest in feed, fear.
Eng;Breaker;Australia;F;41-50;high school ;;5 freedoms;face and listen;run around;relax and stand;head high, back up;alert, ;anxious;relaxed;anxious, nervous;shelter, cleanliness, size;condition, fat, coat, behaviour;condition, coat, activity level;herd interaction,;vices/stereotypies, fence walking, etc
Eng;Owner;United Kingdom;F;51-60;specialization course (master, PhD degree) ;weight management;turnout, food  companions;May prick his ears and look in the direction of the noise or   run away from the noise;May call for others. pace up and down. appear depressed;appear calm and contented;appear anxious and behave unpredictably;frightened;anxious;contented;anxious;stables, flooring and bedding, availability of water, hay, feed;the horse has good body condition and does not appear boney;coat looks shiny, no lameness, no nasal/eye discharge other than clear fluid;is moving around, grazing;pacing up and down the fence line, calling constantly
Eng;Breaker;Sweden;F;41-50;high school ;Horse masseur Human masseur Riding instructor Pilates instructor;Staying outdoors in a flock with other horses in a good, various inviorment with possibility to good indoor (shield from weather and insekts). Food (mostly straw) that meets that individuals needs according to workload. Access to fresh water. Exercise ;Rise the head looking in the direction of the  noise and perhaps run a few steps;If it can't hear or see other horses it become more anxious and aware of sounds and movement;Relaxes;Is more aware on movement, behaviour and noise from the unknown characters Reactions depending on the horse own character;The horse don't feel anything but react to the noise - maybe with flight ;Is not relaxed  A horse needs a flock;Is content - can relay on the flock/human to see/hear if there is a need of flight ;"""On the toes"" until he/she knows the individuals better.  In a new flock it can take several weeks to relax and find place in the hierarki";Airflow Clean bedding ;Clean, right amount of food divided during 24 hours;Movement (no lameness) ;"Eating, drinking, ""playing"" with the other horses";Colic Lying down too long maybe in awkward place Not moving around
Eng;Owner;Australia;F;41-50;university degree ;Bachelor of Science;Sufficient space for exercise, access to nutritious pasture, and hard feed when necessary, proper veterinary care, clean premises if stabled or yarded, proper husbandry re feet, teeth and worm burdens. Colts, unless valuable breeding stock to be gelded and certainly NOT run w/ mares if left entire.;will locate sound via hearing, then focus with eyes, will then prepare to act, either flight or return to relaxed state;will neigh, pace, show restless behaviour. Is likely to develop vices such as cribbing, pawing, chewing doors/other items, biting, if confined to a stable.;Is relaxed.;will be nervy, unsettled, on alert;feels alert, and if startled will feel nervous because of adrenalin release;feels lonely, stressed, nervous;feels comfortable and at ease.;feels alert, ready for action, can’t relax totally affecting digestion and muscle tension.;Spacious, safe, clean, sturdy, appropriate;sufficient feeders:horses ratio, usually 1 extra, provision of hay and straw, sufficient acreage per head.;trimmed hooves, no worm bellies, no dull coats, no weeping eyes, good rib coverage, properly grazing, no obvious bulges on mandibles, no open wounds, no broken bones. No obvious signs of disease - coughing, temperature, ill thrift within the herd, lesions.;Grazing, resting, activity - playing, running, trekking.;no interest in surroundings/herd, limping, isolation, signs of ill health.
Eng;Owner;United States;F;22-30;high school ;;Daily turnout on grass, shelter, quality hay and grain in appropriate amounts that keep a healthy weight, fresh water accessible 24/7, daily grooming, no more than 5 days of work, daily handling, conditioning work outside of arena, frequent trail rides, lunging sessions weekly, no more than 2 hard workouts a week. ;Look toward the noise quickly, spook away from the noise, or stop suddenly.;When trained to respect and trust the rider/handler the horse acts normally, perhaps a little more attuned to his surroundings. A herd bound horse will act out, neigh constantly, not pay attention to anything except the direction in which his buddies are.;Recognizes them, is relaxed in their company ;Depending on how the unfamiliar animal or person approaches a horse will either watch carefully, shy or spook away, or their curiosity will get the better of them and they will go check it out. (My mare got sprayed by a skunk this way...);Nervous, curious, trying to decide if its safe or not.;Is worried, nervous or scared. Or they might be perfectly fine, they just pay more attention to their surroundings. ;Relaxed, confident, comfortable, knows what's going to happen.;Curious, nervous or scared. They need to find out if its safe or if they need to flee.;Do they have a shelter and is it built well, is it falling apart. Do they have a grassy pasture, are fences broken, is all the grass turned to mud because it was eaten down.;Are the horses underweight? Do I ever see them eating hay or grass, do they have grass in their pasture;Are the coats dull and filthy or shiny and clean? Are the feet overgrown or taken care of? Are in a good weight? Do they look happy and content?;Constant eating, sleeping lying down, relaxed muscles, paying more attention to herd mates than what's going on around them;Never relaxed or eating, constantly watching and spooking at things around them, looking sick and ill, colicky, gut is tight
Eng;Veterinarian;Australia;F;41-50;university degree ;Veterinary science. Melbourne uni;Water. Food. Shelter. Shade. Warmth. Stimulation, from companion or human ineraction;If noise familiar, inaction or if cues reward eg feed bike, motivation. If unfamiliar interest or fear/flight;Shows initial conflict behaviors. May develop stereotypies;On exposure after separation  interest or moves closer.  Tend to stay within indirect contact or may follow;"Show apprehension or interest. ""blow"" snort or show flight";Prick ears. Look. May investigate or show flight depending on prior variables and intrinsic level of flight;Calls out, may pace the fence. Kick stable wall etc. ie conflict behaviour;Reacts according to its previous experience and training;Reacts according to its prior experiences/ training . Substantial differences in size/outline/ movement patterns will vary this ;Question is vague. Quality of fences. Safety. Potential for accidents ;Condition score , sometimes health of cost and feet;Above ;Reaction to usual group . Interest in new person arriving;Isolated from group for no apparent reason.  Disinterest 
Eng;Breaker;Australia;F;31-40;university degree ;Performance horse management, ewuine science;Company, feed, water, shelter;runs;runs;is calm;runs;runs;rums;secure, calm;scared;Quality of fences, feed aval ilabilty;quantity, evidence of hay and feed bring gi en;body score, coat condition;calm, eating, laying down;windsucking, fence running, self mutilation
Eng;Breaker;United Kingdom;F;22-30;university degree ;BSc honours Animal Behaviour and Animal Welfare;Suitable environment and handling/management to ensure good mental and physiological well being. Most importantly Horses should be able to perform their natural behaviours to reduce or prevent any stress they might possibly be under, meaning they are easier to train and handle. ;If its a high pitched noise horses are more likely to spook than a low rumble, but each horse is different on what sounds they are habituated to. ;Be much more alot alert and perhaps depending on how attached they are to individuals in the group be vocal and slightly difficult to handle.;Friendly, responsive, willing to work. If with a companion animal be very calm. ;Nervous or hesitant to interact with unfamiliar people, even more so if had a bad experience in the past. Probably less likely to interact with unfamiliar animals but if unfamiliar conspecifics would prefer their company than on their own, however this could lead to aggression or fights in the field.;Nervous, stressed, calm or excited depending on the noise.;Stressed and sensitive to its environment;Content, calm, relaxed;Nervous, flighty, stressed;Space big enough for horse to turn around in? How clean is bedding? Fresh water? Supply of roughage? Is it dusty or well ventilated? Condition of the building- broken pieces or nails sticking out, holes on floor etc. type of concentrate feed if any given, is it the right amount or appropriate? ;Not too much concentrate feed is being given a day, enough to suit the energy expenditure of the horse daily e.g lots of work or regularly competed will need good quality feed. Must be some supply of hay or roughage given when stabled to suit horses digestive system. Amount given needs to be appropriate for weight of horse. ;Shiny coat not matted or infested with mites etc, bright eyes, no discharge from eyes, ears, nose, hooves trimmed so not overgrown, healthy weight. No problems in moving so no damages to legs, muscles or ligaments etc. no serious behavioural problems or issues that obviously causing the horse stress. ;Grazing normally in field, slowly moving while grazing, no erratic or aberrant behaviours when being handled or left alone. Should react to their environment and not be very lethargic. ;Pacing in stable or field, excessive performances of any behaviours e.g grooming in one place or vocalising. Not eating or drinking or over drinking. Lameness. Aggression shown towards people or conspecifics. 
Eng;Farmer;Canada;F;51-60;university degree ;BSc....in final year of MSc;The 5 freedoms - if stabled, regular skipping out of stalls.  If on pasture, regular cleaning of pastures to remove droppings. Enrichment for paddock and stabled horses.  The 5 freedoms extend to ridden and on the ground training.  No equipment used must cause continuous pain.  Negative reinforcement gives the horse the choice to put up with an adversive stimulus or figure a way to remove it.  Proper training with incorrect timing can be abusive.;will often stop, raise head to look for source of the noise.;may become anxious, call out to the others and want to rejoin the group if it has not been trained to work away from others.;is often calmer.  With other horses it has developed a relationship with, it may spend more time with particular horses, may perform allelogrooming, may be agitated if that horse is removed from the paddock/stable depending on whether it has separation anxiety.  can often be calmer with regular handlers than unfamiliar ones.  This depends on the horse's personality though.  Some will be fine with different handlers, some will be more anxious with different handlers.;May be aggressive with unfamiliar horses...better to introduce slowly if the goal is to have them together in the same paddock.  After a period of sniffing each other, may squeal, put ears back, etc. when first getting to know each other.    Depending on the horse's personality, being with an unfamiliar person may not cause much difference in the horse's behaviour...with more sensitive horses, the horse may be more anxious.;might feel threatened, alarmed, fear.;might feel fear...horses are social animals and feel safety in a herd.  Being alone is not natural and therefore they might be fearful of the situation.;might feel a sense of calm. May feel more relaxed as they are used to the other animals and the handler.;might feel threatened by other animals and people therefore may feel fear.;Behaviour of horses - are they relaxed in the stable, paddocks?  Do they look content?  Are there signs in the stable that horses may be exhibiting abnormal behaviours?  In the stable, are horses cribbing, weaving, stall walking, windsucking, kicking, etc.?  If out 24/7, is there shelter with appropriate footing...so horses are not standing in mud and can lay down if so desired.  Is there enough room for horses to avoid conflicts with others in the paddock and ensure enough grazing for all.    Is fencing in good condition?  Gates?  ;BSC of horses.  Are horses able to graze or have access to hay during the winter in paddocks.  Do they have hay available  in stalls?  Is water available at all times and all conditions (heated water in snow conditions)?  If hay must be fed outside, is there enough for all horses...are any being pushed away and not allowed to feed by other horses?  Is pasture appropriate for the number of horses?;BSC.  Condition of coat.  Look at any nasal discharge.  Observe whether breathing is normal...note whether any show signs of heaves, coughs, etc. Observe whether locomotion is normal...no signs of lameness.  ;Horses are content in paddocks with their mates...have formed groups with whom they like to associate.  In the stable, horses are content with who they are stabled next to.  No signs of conflict, aggression.  Are able to have at least nose to nose contact with neighbours.  ;Observe whether any of the horses have stereotypies, displaced or redirected behaviours.
Eng;Owner;Russian Federation;F;31-40;university degree ;Linguistics, Equine Science;feeding in a natural way (a lot of forage), a lot of free movement (turnout), company of other horses, rich environment, safe surrounding;becomes alert. Then behaviour depends on the type of noise. Unfamiliar, loud noise can cause a flight response. Reactions to familiar noised depend on their nature.   ;can lose a sense of security and become nervous. A prolonged isolation can lead to behaviours such as stereotypic behaviour, aggression, shyness etc. ;relaxes and feels more safe. Can demonstrate social behaviour - grooming, playing.;depending on its character and previous experience  can be alert, tense and fleeing, or curious and investigative. ;can feel fear (if its sudden/strong/strange) or curiosity - if it's familiar. ;can feel insecurity and fear, lack of self-confidence.;is in a relaxed state and feels safe. Has pleasure, comfort.;can feel discomfort, fear, unsureness bit also curiosity. ;place for turnout, shelters, bedding, box construction (ability to contact other horses), ventilation, safety ;ability to graze, feeding schedule, feeds, body score, water availability, incidence of feeding-related problems in the yard (colics, ulcers, teeth problems, laminitis etc) ; body score,  hair and hooves,  behaviour, movements, posture;liveliness, willingness to perform normal feeding, social  behaviour (playing, grooming)etc;stereotypic behaviour, aggression, unwillingness to contact people and other animals, extreme shyness and inappropriate flight and fight responses 
Eng;Farmer;Finland;F;31-40;university degree ;environmental sciences;proper food, shelter, fresh air and water, company, exercise, big enough paddock, good health care and veterinary care, suitable training program, calm and good handeling and as stressfree environment as possible;can spook, as it is a pray animal, or depending on the noise, just listen and observe or react upon it;can show signs of stress and anxiety, since it is a herd animal. ;"can show sings of relaxation and behave ""neutrally""";depending on the animal/people/horse, can be relaxed, curious, spooky...;can feel fear, curiosity;can feel anxious and tense;can feel relaxed;can feel depending on the circumstances fear, curiosity, ;boxes, small paddock. Horses a bit frustrated ;Haylage 3 times a day, normalish;average;able to run a little and roll, company and social relations, relaxation due to safe environment;too little space to exercise freely which leads into cumulated energy and stress, some bullying when feeding time
Eng;Owner;United Kingdom;F;22-30;specialization course (master, PhD degree) ;MSc;Lots of turn out, company, a balanced diet containing lots of fibre, a calm and confident owner / rider, good foot care;will orientate towards the noise and stop and listen.  It may decide to move away.;will call to the group, it may pace up and down or it may continue grazing.;should be relaxed and calm, it may be interested or uninterested.;may be cautious and alert, or uninterested.;alert, maybe anxious.;maybe anxious and stressed, maybe indifferent.;relaxed.;alert, maybe anxious.;Relaxed.;Body score of 3 but also any fat distributions on rump or neck.;Shiny coat, bright eyes, alert, no signs of injury, discharge, diaorrhea, good foot condition.;Relaxed and calm but responsive and alert to changes in the environment.;Repetitive behaviours, hyper reactivity or dullness.
Eng;Veterinarian;United States;F;51-60;specialization course (master, PhD degree) ;Doctor of veterinary medicine;Feed, water, windbreak in winter climates. Vaccines. Dewormer;Alert, head up, blow/whistle. Stops eating. Ready to run;May or may not show distress. ;Shows normal behavior;Sniffs, squeals, strikes, kicks. May avoid new people;Alerts-head up, ears up, stop eating;May seek to rejoin if not accustomed to solitary. May go through fence;Eats and moves around normally;Sniff, squeal, strike, kick;Large pasture, windbreak, good fencing;Clean fresh feed;Alert, eating. Moving around;Eat, sleep, move around;Pawing, laying down, sweat, roll, not eating, dull
Eng;Owner;Sweden;F;31-40;specialization course (master, PhD degree) ;MSc in Applied animal behaviour and welfare PhD in horse behaviour, housing (Phil);full physical contact to conspecifics, access to forage, training that is adopted to age and health status;is directing focus to it, raised posture;may become anxious, vocalises, may attempt to re-join the group;can be calm and relaxed if trained appropriately and interactions are predictive;a horse may not react differently as above if trained accordingly;may feel stressed, alerted, anxious, curious;stressed, calm if used to leaving the group, nervous, alert;may be relaxed, calm, ;nervous, alert;access to outdoor paddocks/fields, contact with other horses, forage, indoor environment (box size, lighting, air conditions, social contact possibilities);amount of forage and concentrates given;alertness, body condition, locomotion ;alert, interested;stereotypies, increased locomotion, aggression
Eng;Owner;Great Britain;F;> 60;high school ;;Freedom of movement,a good diet,regular exercise and good grooming.;Ignore noises it is used to (we are next door to a crow gun so not bothered with bangs) but could spook or bolt to unknown sounds. ie.sirens or car horns.;Lonely and bored. Could start bad habits ie. fence chewing. A horse needs mutual grooming.;Company. Grooming.Respond to being called. Can be a nuisance if a pair are split for riding and one left alone.;Bite and kick.;will respond with head up and ears alert.Might run around exited.;Panicked or scared unless used to being on own.;Run to safety of known horse or person;might trample on someone.;The cleanliness  of stables and yard or fields poo picked. correct size of housing for horse.;Regular feeding patterns and visits. Feed kept in clean vermin free containers. Correct feeds for horses for their work loads.;Shining coats ( if not field kept ) bright eyes.Good feet. Not obese or skinny. No snotty noses or coughs.;Happy to be handled and ridden. Having a good roll and buck in the field.;Wind sucking and chewing from being left in stable without toys or turnout. Bucking and rearing as not having enough exercise and from being fed too much food or wrong diet. Maybe turning nasty in the stable.
Eng;Veterinarian;United Kingdom;F;22-30;university degree ;Nottingham Trent - BSC Equine Sports Science;Constant, suitable care. Access to suitable feed and clean water, access to pasture and a shelter,freedom to express normal behaviour and social interaction, freedom from pain and discomfort. Controlled exercise with a regular routine, with gradual progress made at a rate to suit an individual. ;May try to run away as they are flight animals. Spook, turn around, buck, rear, show aggression, stop still.;Call out, try to get to the others with little care of its surroundings increasing its risk of injury. Become depressed and lifeless. ;Call out, show affection, perk up if it has been looking low. Express excitement, gallop around etc ;Remain shy and wary of an individual, sniff a lot. May not come near the individual, flehmen response. ;Scared, instinct would be to run. Or, may be interested and associate it with something i.e. feed bags - getting fed.;Anxious, frightened, panicked. Or, may not be bothered at all, depends greatly on the individual. ;Reassured, happier, positive, excited, interested. ;Unsure/wary, interested intrigued depends on the individual;safety, any sharp edges or anything to cause injury, size suitable to house the animal(s) flooring, slippy/hard/boggy. Type of bedding clean and suitable for an individual, dusty (prevent problems such as RAO) , ventilation,Where it is positioned access to others, outdoors. ;suitability of feed, type of feed, amount, method of feeding, clean, where feed is kept, away from mice droppings etc, ;management, ventilation, hygiene, turnout/box rest. Condition of the horse, over all condition, pink membranes, hydration assess the droppings and urine, coat condition, signs of injury or ill health, temperature, breathing rate, heart rate, swelling, heat anywhere, dynamic conformation - way of going, signs of lameness. muscle development, body condition score. behaviour, appetite etc.;how it behaves at rest, with humans, with others. Time spent doing what? is it normal behaviour for the horse?;what type of behaviour it is showing, how this could signify problems, changed is behaviour, behaviour during certain actions.
Eng;Owner;Germany;F;31-40;university degree ;Law;Freedom to move, social interaction with other horses, balanced diet, access to suitable shelter;might get startled and/or react with curiosity;tends to be more nervous/insecure;tends to settle into established patterns of behaviour (slot into an established hierarchy);needs to establish social relationships ;might feel worried and/or curious;might feel nervous/insecure;knows what to expect;needs to work out the relationships;Are they free to move around naturally and in groups? If they are confined: How long are they locked up for at a time? Are they locked up in isolation or as a social group? Is the shelter provided adequate? If they are confined: Are the cells roomy, light and well ventilated? Are they kept clean? Is there always access to clean water and hay?;Are the horses manifestly over- or underweight? Are they provided with sufficient rough feed (hay/haylage) at all times? Is there constant access to clean water? Are they overloaded with hard feed (are they cribbing/windsucking to relief stomach pain)? Do their hooves/skin show signs of dietary issues (stress rings on hooves)?;Do they look alert and happy, are their coats in good condition, do they move ok, are their hooves in good shape?;Are they generally calm, interacting with each other within the bounds of normal herd behaviour? Do they show curiosity rather than fear when approached?;"Box walking, cribbing/windsucking, weaving, ongoing displays of aggression towards horses in the vicinity, lethargy (""switched off""), inability to settle into a herd, fearful behaviour"
Eng;Breaker;Germany;F;22-30;specialization course (master, PhD degree) ;Master in Journalism, Political Science and English;Beside food (as in water,hay, grass, etc.) a horse needs space - big pastures. It also desperately needs other horses to be on the pastures with.; listens - checks its surroundings if flight might be necessary - depending on the sound, the horse might spook;nickers because it calls its herdmates - if seperated for too long it might get depressed; acts naturally as long as its treated correct; unsure of the situation - yet depending on the character of the horse it might start to explore the unfamiliar person/animal; feels its flight reflex - it feels anxious;feels very anxious - horses depend on their herdmates;feels safe as long as there is a bond between the familiar person/animal and the horse;feels unsafe - cannot know who is in charge of the situation - something that must be cleared immediately ;way too little space on the pasture for the amount of horses ; too much wrong food (grain) for not being moved enough;- as far as I see good health conditions;in general normal behaviour, but because of the little space on pasture more fights between horses than usual;horses fight more among each other because there is not enough space for all needs
Eng;Breaker;Denmark;F;22-30;university degree ;BSc. in psychology - currently writing my master’s thesis in psychology. Exam. Animal Behaviour therapist though Etologisk Institut (Ethology Institute - now a part of Cambridge e-learning)  Equine massage therapist though equinology ;It needs to managed in accordance to its physiological and behavioural needs:  Feed primarily consisting of hay (meager grass) + supplements according to exercise (or breeding requirements).  Free exercise several hours in a field/ 24 h with run in shed - it has to be large enough so that the horses can avoid each others if necessary.  Company of other horses - preferable of different age (and sex e.g. mares and geldings).  Dust free environment inside - and not too muddy outside/ free of poisonous plants, possibility of escape from insects/weather conditions.  Calm and gentle caregivers.  Calm environment.  Regular check up by farrier/vet. ;Orient towards the sound - raise its head, prick its ears (but the behaviour can vairy according to whether the horse is familiar with the sound or not - and what meaning that is associated with it);"Whinnies, be tense, raise its head, be restless, run around - again the behaviour can vary: Some horses have been ""trained"" to be alone and they will act calm, standing or walking slowly while grazing/eating hay";"That depends on which associations the horse has to these animals/people and the ""personality"" of the horse - but generally it will be more relaxed";That depends on the horse/situation;Depending on the situation Mildly to severely alarmed Curious;Regardless of the behaviour the horse will in my opinion always be in some state of stress;This depend on the association the horse has with these people/animals - but generally more relaxed;Depending on the horse/situation A bit more tense and/or anxious and/or curious;That the stables are big enough for the horse to turn around/lie down and that they are clean and there is enough bedding. It is a plus if the horses can see each other (I think they should be). That the air in the barn is fresh and dust free, that there is enough natural light and that the ceiling is not too low. Personally I think it is unacceptable not to turn horses out with companions - so that will also be important. Mud-free turn out, enough space so that the horse can avoid each other, safe and visible fence. Horses should always have access to fresh water and some sort of hay/straw to eat. ;That the horse is not too fat or too thin. You can feel the ribs with a flat hand, perhaps see the last too. That the corners of the hips/shoulder blade don’t stick out. That the horse doesn't have a fatty crest or a heart shaped bottom. That the coat is shiny and not too long/short. That the horse looks calm and interested in its surroundings. That it has access to fresh water and hay. ;That the horse looks calm and interested in its surroundings. That the coat is shiny and not too long/short. That it is generally healthy, don't have any open soars/obvious deceases e.g. mud-fever, that its feet is kept. ;That the horse is calm and interested in its surroundings - not lethargic or hyperactive. That it displays normal social behaviour. ;That it is not lethargic or hyperactive. That it is not overly aggressive or avoids other people/horses. That it does not display stereotypical behaviour e.g. weaving, cripping etc. or self-harming behaviour.
Eng;Owner;Finland;F;31-40;university degree ;physician ;Lots of exercise that is suitable for his physiological demands, lots of forage, lots of company from other horses. Stress free handling and stabling.;will turn his ears towards it and then look to assess the situation. If the noise is hard, the horse will spook straight away.;might call for his friends and attempt to rejoin them. If he is concentrating on a familiar task like riding, he might ignore his isolation. ;is curious, might seek contact.;is curious, might investigate. If he is afraid, will keep his distance or run away. ;will be alarmed and on his guard. If the noise is familiar and pleasant, the horse will be pleased and content. If the noise is scary or will mean something scary, he will feel afraid.;Is anxious and afraid, if he is not used to the situation. If he can concentrate on a familiar task like riding or grooming, he might be neutral about it.;feels safe and calm.;is alarmed depending on his backround. He might be just curious or than again scared.;Plenty of good sized paddocks with a tidy, preferably dry ground conditions. Good sized boxes. Plenty of space to accommodate air flow in and out of stable to get rid of ammonia fumes. ;Plenty of forage with good quality. ;Not too thin or fat, trimmed feet, healthy skin with no sores or marks. ;Calm grazing behaviour, inquisitive but not afraid. If in group, calm atmosphere.;Stereotypical behaviours, excess movement or staying totally dormant. If in group, constant bickering and unrest.
